The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
080714.7	+042811	15.2	 9353	 38	A	0	 0	080442+04360	F	    	08047+0436 	 	 
080724.8	+065148	15.4	 4451	 41	E	1	 0	080448+07000	Z	2700	08048+0700 	 	 
080849.3	+574611	14.2	 5520	 19	-	0	 0	080442+57550	 	3527	N2521A     	 	P
080809.6	+390926	13.7	 3970	 52	A	0	 0	080442+39180	Z	2700	N2524      	 	 
080741.0	+145635	15.3	 8632	 55	B	0	 0	080454+15050	Z	2700	08049+1505 	 	 
081230.5	+792239	15.1	 5688	 75	B	0	 0	080442+79310	F	    	08047+7931 	 	 
080732.7	+043100	14.9	 9125	100	-	1	 0	080454+04390	 	1901	08049+0439 	 	 
080753.1	+185443	15.5	 4669	 36	E	0	 0	080500+19030	Z	2700	08050+1903 	 	 
080755.6	+174907	14.7	 5028	  1	-	0	 0	080500+17580	 	0661	N2529      	 	 
080826.9	+395752	14.9	 6274	 45	A	0	 0	080500+40070	Z	2700	08050+4007 	 	 
081137.4	+762518	13.5	 1544	  7	-	1	 0	080500+76350	 	2212	08050+7635 	 	 
080920.3	+575003	15.3	 8284	 27	A	0	 0	080512+57590	F	    	08052+5759 	 	 
080806.2	+145016	15.4	 8562	 56	B	0	 0	080518+14590	Z	2212	08053+1459 	 	 
080758.1	+051224	15.2	 8759	 49	E	1	 0	080518+05210	Z	2218	08053+0521 	 	 
080923.7	+574547	14.8	 1235	  7	-	0	 0	080518+57540	 	3800	08053+5754 	 	 
081059.3	+724740	14.4	 2432	 38	B	0	 0	080524+72570	Z	2700	08054+7257 	 	 
080806.3	+042207	15.5	10238	 30	-	1	 0	080530+04300	 	2700	08055+0430 	 	 
081025.3	+671435	14.5	 4949	 10	-	0	 0	080536+67230	 	2212	08056+6723 	 	 
080819.4	+090050	15.4	15787	 55	A	0	 0	080536+09090	Z	2700	I 495      	 	 
080846.7	+280445	15.4	 5662	 17	E	1	 0	080536+28130	F	    	08056+2813 	 	 
080859.4	+364115	15.3	 9075	 47	A	0	 0	080542+36500	Z	2700	08057+3650 	 	 
080828.9	+111043	15.1	 9682	 58	A	1	 0	080542+11190	Z	2700	08057+1119 	 	 
080952.5	+575446	14.9	 7963	 27	A	0	 0	080542+58040	F	    	08057+5804 	 	 
080840.9	+180511	15.3	 4853	 49	A	0	 0	080548+18140	Z	2700	08058+1814 	 	 
080845.8	+181139	14.9	 5217	  9	-	0	 0	080554+18200	 	2212	08059+1820 	 	 
080832.8	+023702	15.2	14410	 56	A	2	 0	080554+02450	Z	2700	08059+0245 	 	 
080927.2	+435606	15.5	 6860	 45	B	0	 0	080554+44050	Z	2700	08059+4405 	 	 
080935.5	+472029	15.5	15958	 49	A	0	 0	080600+47300	Z	2700	08060+4730 	 	 
081007.0	+575013	15.1	 7704	100	-	0	 0	080600+57590	 	0516	08060+5759 	 	 
080936.1	+413540	15.5	  623	 39	E	1	 0	080606+41450	Z	2700	08061+4145 	 	 
080903.6	+164039	15.5	 2838	  9	-	1	 0	080612+16490	 	2212	08062+1649 	 	 
080920.1	+280045	15.3	11212	 70	B	1	 0	080606+28090	F	    	08061+2809 	 	 
080852.5	+013745	15.4	24871	 49	B	0	 0	080612+01460	F	    	08062+0146 	 	 
080904.0	+112114	15.1	10680	 47	B	1	 0	080618+11300	Z	2700	08063+1130 	 	 
080855.5	+001806	14.9	 5432	 74	B	1	 0	080618+00270	F	    	08063+0027 	 	 
080914.0	+165916	14.9	 4846	  4	-	1	 0	080624+17080	 	0661	08064+1708 	 	 
080910.4	+050101	15.5	10066	 15	-	1	 0	080630+05100	 	2700	08065+0510 	 	 
081005.5	+461135	15.4	 9482	 48	B	2	 0	080630+46200	F	    	08065+4620 	 	 
081000.0	+400611	15.4	 6126	  4	-	1	 0	080636+40150	M	0668	08066+4015 	 	 
080914.9	+001658	14.7	 5209	 42	B	1	 0	080636+00250	F	    	08066+0025 	 	 
080915.8	-002200	14.5	 5406	 61	B	0	 0	080642-00130	F	    	08067-0013 	 	 
080944.3	+255252	14.7	 7716	 40	A	2	 1	080642+26010	F	    	I 496      	*	P
080945.7	+255249	14.7	 7544	 82	B	2	 1	080642+26010	F	    	I2229      	*	P
081006.6	+380102	15.4	12147	 52	A	0	 0	080648+38100	Z	2700	08068+3810 	 	 
080924.0	+003634	14.4	 1804	 17	E	0	 0	080648+00450	F	    	08068+0045 	 	 
080930.2	+051651	14.6	10143	  9	-	1	 0	080648+05250	 	2218	I 498      	 	 
081103.1	+570145	15.2	 8423	100	-	0	 0	080706+57110	 	0516	08071+5711 	 	 
081015.4	+335726	12.9	 5259	  3	-	0	 0	080700+34060	 	2212	N2532      	 	 
081002.5	+225141	15.5	12134	 32	-	0	 0	080706+23000	 	2714	08071+2300 	 	 
081006.0	+245520	15.2	 4196	 40	B	2	 1	080700+25030	Z	0661	I 497      	*	 
081030.0	+390820	15.5	 9550	 43	B	1	 0	080706+39170	Z	2700	08071+3917 	 	 
081256.3	+733347	14.8	 3832	 10	-	0	 0	080712+73430	 	2212	N2523B     	 	 
081011.3	+245335	15.4	 4184	 25	E	2	 1	080706+25010	Z	0661	08071+2501 	*	 
081004.1	+171607	15.3	13213	 48	A	0	 0	080712+17250	Z	2700	08072+1725 	 	 
080952.5	+051645	15.5	15828	 39	-	1	 0	080712+05250	 	2700	08072+0525 	 	 
081108.6	+462755	14.3	 2254	 10	-	1	 0	080736+46370	 	0200	08076+4637 	 	 
081020.4	+075611	14.9	 8888	 41	B	0	 0	080736+08050	Z	2700	08076+0805 	 	 
081056.2	+364943	14.7	 6401	 36	E	0	 0	080742+36580	Z	0809	08077+3658S	 	 
081106.9	+363555	15.5	 6396	 53	B	0	 0	080748+36450	Z	2700	08078+3645 	 	 
081044.4	+072823	15.1	 4537	 15	-	1	 0	080800+07370	 	2700	08080+0737 	 	 
081040.8	+031047	15.5	10375	 19	-	1	 0	080806+03190	 	2700	08081+0319 	 	 
081528.6	+785145	14.0	 2137	 36	E	0	 0	080800+79000	Z	2700	08080+7900 	 	 
081217.1	+583352	15.5	 8154	 30	-	0	 0	080806+58430	 	2139	08081+5843 	 	 
081117.5	+293032	15.4	 5970	 49	A	0	 0	080812+29390	Z	2736	08082+2939 	 	 
081113.5	+251223	13.5	 4083	 73	B	2	 1	080812+25200	F	    	N2535      	*	 
081116.0	+251045	14.8	 4136	 19	E	2	 1	080818+25190	F	    	N2536      	*	 
081143.4	+413318	15.3	 9443	 52	B	1	 0	080818+41430	Z	2700	08083+4143 	 	 
081101.6	+050515	15.0	 9113	 65	A	0	 0	080824+05140	Z	2700	I2231      	 	P
081104.7	+061755	15.2	 4333	 15	-	1	 0	080824+06270	 	2700	08084+0627 	 	 
081221.0	+532850	15.5	12608	 52	B	0	 0	080830+53380	F	    	08085+5338 	 	 
081902.6	+831600	14.2	 5696	 10	-	0	 0	080800+83250	 	2212	08080+8325 	 	 
081200.7	+390045	15.4	12341	 51	B	0	 0	080836+39100	Z	2700	08086+3910 	 	 
081125.5	+085339	15.2	 5889	 41	B	1	 1	080842+09020	Z	2700	08087+0902 	*	 
081127.1	+085628	15.3	 5892	 14	E	2	 1	080842+09050	Z	2779	08087+0905 	*	 
081123.0	+033759	13.8	 3958	 39	B	1	 0	080848+03460	Z	2218	N2538      	 	 
081250.8	+575517	15.4	 8080	 36	B	2	 0	080848+58050	F	    	08088+5805 	 	 
081254.1	+554019	13.8	 3517	 50	-	0	 0	080900+55490	 	3300	N2534      	 	 
081205.7	+292415	15.5	14602	 50	B	0	 0	080900+29330	Z	2736	08090+2933 	 	 
081256.4	+545808	14.2	 2617	 55	-	0	 0	080900+55070	 	3509	08090+5507 	 	 
081201.5	+192152	14.6	 8533	  9	-	0	 0	080906+19310	 	2212	08091+1931 	 	 
081343.1	+642011	15.1	 8630	 23	A	2	 1	080912+64300	F	    	08092+6430 	*	P
081215.5	+261208	15.4	 7486	 41	B	0	 0	080912+26200	Z	2700	08092+2620 	 	 
081500.1	+733444	12.4	 3410	 47	A	0	 0	080918+73440	Z	2609	N2523      	 	 
081309.1	+543815	15.2	 7326	 26	A	1	 0	080912+54460	F	    	08092+5446 	 	 
081321.0	+575108	14.9	 2479	 10	-	0	 0	080918+58000	 	2212	08093+5800 	 	 
081247.5	+442127	15.2	 6882	 43	A	0	 0	080918+44310	Z	2700	08094+4431 	 	 
081352.9	+642014	15.1	 9049	 27	A	0	 1	080912+64300	F	    	08092+6430E	*	P
081210.9	+111553	15.4	 9923	 58	B	1	 0	080924+11240	Z	2700	08094+1124 	 	 
081314.1	+522732	15.0	 5512	 28	A	0	 0	080924+52370	F	    	08094+5237 	 	 
081337.0	+580818	15.3	 7848	 65	A	2	 1	080930+58170	F	    	08095+5817W	*	P
081339.4	+580806	15.3	 8119	 51	A	2	 1	080930+58170	F	    	08095+5817E	*	P
081314.5	+455932	11.7	  447	  3	-	0	 0	080942+46090	 	2212	N2537      	 	 
081257.9	+361514	12.7	 2471	  9	-	0	 0	080942+36240	 	0611	N2543      	 	 
081246.5	+262141	14.5	 6318	 53	B	0	 0	080948+26310	F	    	N2540      	 	 
081244.5	+165318	15.4	13392	 47	A	0	 0	080954+17020	Z	2700	08099+1702 	 	 
081227.2	-012541	15.3	 4379	 23	E	0	 0	080954-01170	F	    	08099-0117 	 	P
081247.5	+092312	15.1	 8795	 43	B	0	 0	081006+09320	Z	2700	08101+0932 	 	 
081318.3	+345557	15.1	 5259	 22	A	0	 0	081000+35050	F	    	08100+3505 	 	 
081357.1	+523854	15.4	 5461	  5	-	0	 0	081006+52480	 	0668	08101+5248 	 	 
081317.0	+223854	15.5	 6656	 39	A	0	 0	081024+22470	F	    	08104+2247 	 	 
081348.8	+413858	15.2	14670	 46	B	1	 0	081024+41480	Z	2700	08104+4148 	 	 
081325.8	+250737	15.5	10243	 46	B	0	 0	081024+25160	Z	2700	08104+2516 	 	 
081358.9	+454434	13.6	  557	  1	-	1	 0	081024+45540	 	0668	I2233      	 	 
081347.6	+370301	15.5	 9153	 53	B	0	 0	081030+37120	Z	2700	08105+3712 	 	 
081438.8	+580124	15.3	 7794	100	-	0	 0	081030+58110	 	0516	08105+5811 	 	 
081441.5	+581331	15.2	11379	 63	B	0	 0	081036+58230	F	    	08106+5823 	 	P
081443.3	+575727	14.4	 7907	 29	A	2	 1	081036+58070	F	    	08106+5807E	*	P
081433.4	+544758	14.4	 3513	 10	-	0	 0	081036+54560	 	2218	08106+5456 	 	 
081435.5	+550839	15.3	 9670	 32	A	0	 0	081042+55170	F	    	08107+5517 	 	 
081445.6	+575735	14.4	 8215	 21	A	2	 1	081036+58070	F	    	08106+5807W	*	P
081739.3	+773005	15.1	10300	 52	B	0	 0	081048+77400	F	    	08108+7740 	 	 
081344.6	+170202	15.5	13721	 57	B	0	 0	081054+17110	Z	2700	08109+1711 	 	 
081440.0	+490342	13.0	  555	  3	-	1	 0	081100+49130	 	2212	N2541      	 	 
081422.0	+391505	15.2	 8239	 40	B	0	 0	081100+39250	Z	2700	08110+3925 	 	 
081430.0	+430837	15.1	 6905	 45	A	0	 0	081100+43170	Z	2700	08110+4317 	 	 
081406.8	+235159	15.3	 6071	 43	B	0	 0	081106+24000	Z	0661	I2239      	 	 
081350.8	+003941	15.2	17099	 88	B	0	 0	081112+00480	F	    	08112+0048 	 	 
081414.2	+212120	13.2	 3385	  3	-	0	 0	081124+21300	 	0661	N2545      	 	 
081525.5	+581044	14.7	 8184	100	-	0	 0	081124+58200	 	0516	08114+5820 	 	 
081416.5	+182627	14.6	 5069	 18	-	0	 0	081124+18360	 	    	08114+1836B	 	 
081403.6	+032257	15.4	10756	 66	B	1	 0	081124+03320	F	    	08114+0332 	 	 
081538.6	+581749	15.3	 7895	120	-	2	 1	081136+58270	 	0000	08116+5827 	*	 
081408.7	-002215	15.3	11864	 59	B	2	 0	081130-00080	F	    	08115-0008 	 	 
081550.7	+603746	15.5	 7569	 15	E	0	 0	081136+60470	F	    	08116+6047 	 	 
081544.7	+581916	14.6	 7884	100	-	2	 1	081142+58290	 	0516	08117+5829 	*	 
081516.9	+460431	15.2	12277	136	-	0	 0	081142+46140	 	    	08117+4612 	 	 
081425.3	+042033	15.4	 9908	 19	E	0	 0	081148+04290	F	    	08118+0429 	 	 
081512.6	+411253	15.3	18524	 51	A	1	 0	081148+41220	Z	2700	08118+4122 	 	 
081605.3	+580020	15.4	 7826	 23	A	1	 0	081200+58100	F	    	08120+5810 	 	 
081744.2	+731904	14.1	 3727	 45	A	2	 0	081206+73280	Z	2700	N2523C     	 	 
081944.3	+791406	14.6	 3917	 25	A	1	 0	081212+79230	F	    	08122+7923 	 	 
081451.9	+000359	15.4	10287	 29	A	0	 0	081218+00130	F	    	08123+0013 	 	 
081523.4	+284407	15.3	 5920	 54	B	1	 0	081218+28540	F	    	08123+2854 	 	 
081618.4	+522520	15.4	 5518	 66	B	0	 0	081230+52350	F	    	08125+5235 	 	 
081528.9	+082042	15.4	 8969	 27	-	1	 0	081248+08300	 	2700	08128+0830 	 	 
081619.8	+432652	15.5	 7174	 47	A	0	 0	081248+43360	Z	2700	08128+4336 	 	 
081726.7	+643244	15.5	11461	 28	A	2	 0	081300+64430	F	    	08130+6443 	 	P
081602.1	+283730	14.6	 5975	 64	B	0	 0	081300+28470	F	    	08130+2847 	 	 
081600.8	+270433	14.7	 7701	 33	A	0	 0	081300+27140	F	    	08130+2714 	 	 
081551.5	+170126	15.2	 4564	 15	E	0	 0	081300+17100	F	    	08130+1710 	 	 
081559.1	+231159	15.2	 4282	  4	-	0	 0	081300+23200	 	0661	08130+2320 	 	 
081634.1	+460410	15.5	12506	 36	E	0	 0	081300+46130	Z	2700	08130+4613 	 	 
081604.8	+230802	15.1	 4162	 44	A	0	 0	081306+23160	Z	2714	I2248      	 	 
082626.3	+845621	15.5	 1599	 22	E	0	 0	081300+85060	F	    	08130+8506 	 	 
081736.2	+595714	15.2	 8572	 27	A	0	 0	081324+60060	F	    	08134+6006 	 	 
081633.9	+212436	15.0	 4732	 45	A	0	 0	081336+21340	Z	2714	I2253      	 	 
081645.5	+244649	15.4	 7457	 43	B	0	 0	081342+24560	Z	2714	I2254      	 	 
082829.1	+853630	14.5	 2001	 30	A	0	 0	081300+85470	F	    	08130+8547 	 	 
081654.4	+241036	15.2	 2062	 42	B	0	 0	081354+24190	Z	2714	I2256      	 	 
081912.7	+704306	11.3	  157	  1	-	3	 0	081406+70520	 	0912	08141+7052 	 	 
081657.5	+203045	15.5	 4330	 55	B	1	 0	081400+20400	Z	0661	08140+2040 	 	 
081638.2	-002412	15.3	10366	 34	A	0	 0	081406-00150	F	    	08141-0015 	 	 
081636.3	-025916	15.3	 5670	 55	B	0	 0	081406-02500	F	    	08141-0250 	 	 
081810.5	+574532	15.3	 7405	300	-	0	 0	081406+57550	 	0516	08141+5755 	 	 
081702.6	+113513	15.4	10642	 42	E	1	 0	081418+11440	Z	2779	08143+1144 	 	 
081736.8	+352644	15.1	 2445	 36	E	0	 0	081424+35360	Z	2212	08144+3536 	 	 
081801.6	+475110	15.5	 3062	 36	E	1	 0	081424+48000	Z	2700	08144+4800 	 	 
081714.3	+125928	15.2	 9619	 43	B	1	 0	081430+13090	Z	2700	08145+1309 	 	 
081725.8	+214108	14.5	 3566	  1	-	0	 0	081430+21500	 	0661	08145+2150 	 	 
081725.4	+210950	15.5	 2158	 19	E	2	 0	081430+21190	Z	2714	08145+2119 	 	 
081749.4	+384744	14.9	 6314	 40	B	0	 0	081430+38570	Z	2700	08145+3857 	 	 
081813.6	+491503	15.4	12992	 43	A	0	 0	081436+49230	Z	2700	08146+4923 	 	 
081735.0	+205411	15.0	 4725	 43	A	0	 0	081442+21040	Z	2714	N2553      	 	 
081715.7	+011222	15.3	 4358	  7	-	3	 0	081442+01220	 	2212	08147+0122 	 	 
081857.8	+581547	14.9	 1071	 22	E	0	 0	081454+58260	F	    	08149+5826 	 	 
081753.6	+232820	13.5	 4102	 41	A	0	 0	081454+23370	Z	2212	N2554      	 	 
081858.2	+574811	12.1	 1054	 39	A	0	 0	081454+57580	Z	2700	N2549      	 	 
081756.8	+222609	15.4	 2125	 36	E	1	 0	081500+22350	Z	2714	08150+2235 	 	 
081801.5	+244411	15.1	 2044	 42	E	1	 0	081500+24530	Z	0661	I2267      	 	P
081741.7	+043636	15.4	 4222	  4	-	1	 0	081506+04460	 	2212	08151+0446 	 	 
081807.6	+263801	15.0	 6001	 37	A	0	 0	081506+26480	F	    	08151+2648 	 	 
081752.6	+125353	15.1	 9613	 38	E	1	 0	081506+13030	Z	2212	08151+1303 	 	 
081806.6	+244747	15.3	 1983	 36	E	0	 0	081506+24570	Z	2714	I2268      	 	 
081741.0	-005253	15.5	10123	 36	A	0	 0	081512-00440	F	    	08152-0044 	 	 
081804.9	+195906	15.4	13224	 41	B	0	 0	081512+20070	Z	2700	08152+2007 	 	 
081754.0	+032236	15.3	 8849	 49	-	1	 0	081518+03320	 	0002	08153+0332 	 	 
081819.7	+243137	15.3	 2183	 37	E	1	 0	081524+24400	Z	2714	I2271      	 	 
081756.3	+004445	13.5	 4413	 27	A	0	 0	081524+00540	F	    	N2555      	 	 
081758.6	+021208	15.5	10921	 41	A	0	 0	081524+02200	F	    	08154+0220 	 	 
081842.0	+390833	15.0	 8380	 48	A	0	 0	081518+39180	Z	2700	08153+3918 	 	 
081825.8	+204714	15.3	 5002	 88	A	2	 1	081542+20550	F	    	08157+2055N	*	 
081925.1	+550550	15.5	 9527	 48	A	0	 0	081530+55150	F	    	08155+5515 	 	 
081829.6	+204541	15.3	 4853	 55	B	2	 1	081542+20550	F	    	08157+2055 	*	 
082019.9	+665855	14.4	 4017	 41	A	0	 0	081536+67070	Z	2700	08156+6707 	 	 
081821.9	+113735	15.3	 9617	 26	A	0	 0	081536+11470	F	    	08156+1147 	 	 
081919.8	+500027	13.5	  521	  1	-	3	 0	081542+50100	 	0912	N2552      	 	 
082001.6	+624951	15.0	 7364	 24	A	0	 0	081536+62590	F	    	08156+6259 	 	 
082035.3	+683602	13.8	 4700	 43	B	0	 0	081542+68470	Z	2700	08157+6847 	 	 
081847.6	+243214	15.5	 7507	 53	A	0	 0	081548+24410	Z	2714	I 501      	 	 
081849.2	+211305	15.5	 4417	 63	B	2	 0	081600+21220	F	    	08160+2122 	 	 
082140.3	+735919	13.4	 2787	 39	-	0	 1	081554+74080	 	0300	N2544      	*	 
082321.1	+790934	15.5	 4000	 20	-	0	 0	081600+79200	 	0631	08160+7920 	 	 
081900.9	+205613	15.5	 4616	 48	A	0	 0	081612+21050	Z	2714	N2556      	 	 
081901.9	+211109	15.0	 4203	 87	B	2	 0	081612+21200	F	    	08162+2120 	 	 
081905.1	+214729	15.2	 4506	  2	-	0	 0	081612+21570	 	0661	08162+2157 	 	 
081921.9	+350250	14.6	 5252	  7	-	0	 0	081612+35130	 	0661	08162+3513 	 	 
082158.3	+735954	15.5	 3598	   	-	0	 1	081612+74090	 	1824	08162+7409 	*	 
081910.8	+212609	14.6	 4830	 45	A	0	 0	081618+21360	Z	2714	N2557      	 	 
081915.6	+244734	15.3	 4651	  1	-	1	 0	081618+24560	 	0661	I2282      	 	 
081912.8	+203038	14.6	 4998	  2	-	0	 0	081624+20400	 	0661	N2558      	 	 
081913.1	+204527	15.5	 5028	  3	-	1	 0	081624+20550	 	0661	08164+2055 	 	 
081915.8	+191847	15.2	 5681	  9	-	1	 0	081624+19280	 	2212	I2290      	 	 
081922.4	+234450	15.5	 4598	 15	E	1	 0	081624+23540	F	    	I2288      	 	 
081919.8	+210332	15.5	 4877	  6	-	0	 0	081630+21130	 	0661	08165+2113 	 	 
081902.5	+033802	15.4	 9072	 23	A	0	 0	081624+03470	F	    	08164+0347 	 	 
082021.6	+540822	15.4	 3478	 25	A	2	 0	081630+54170	F	    	08165+5417 	 	 
081932.1	+212339	15.2	 4064	 44	B	0	 0	081642+21330	Z	0661	I2293      	 	 
081937.9	+210652	15.5	 5488	  7	-	0	 0	081648+21160	M	2212	08168+2116 	 	 
081938.6	+195556	15.5	 4513	 44	A	0	 0	081648+20040	Z	2714	08168+2004 	 	 
081941.3	+220231	15.5	 3467	 64	B	3	 1	081648+22120	F	    	08168+2212 	*	 
082013.5	+441348	15.2	 7098	 46	A	0	 0	081642+44230	Z	2700	08167+4423 	 	 
082045.7	+562928	14.6	 8824	 48	A	0	 0	081648+56390	F	    	08168+5639 	 	 
081948.4	+220151	13.8	 3577	 39	A	0	 1	081654+22110	Z	0661	N2565      	*	 
082042.3	+540735	14.8	 9313	 26	A	0	 0	081654+54160	F	    	08169+5416 	 	 
081951.9	+205906	14.9	 4928	 70	-	0	 0	081700+21080	 	2714	N2560      	 	 
081936.9	+043926	14.0	 4241	 30	A	0	 0	081700+04490	F	    	N2561      	 	 
082004.4	+273451	15.4	 6062	 24	A	1	 0	081700+27450	F	    	08170+2745 	 	 
082122.3	+623909	15.5	 7270	 41	A	0	 0	081700+62480	F	    	08170+6248 	 	 
082100.7	+551200	15.3	 9695	 25	A	0	 0	081706+55200	F	    	08171+5520 	 	 
082009.9	+270536	15.0	 5907	 24	A	0	 0	081706+27150	F	    	08171+2715 	 	 
082012.7	+260123	15.5	 4698	 43	E	2	 0	081706+26100	Z	    	08171+2610 	 	 
082010.8	+210408	15.5	 5235	 29	A	2	 0	081718+21140	F	    	08173+2114 	 	 
082157.0	+663153	15.5	11091	125	-	0	 0	081712+66410	 	1108	08172+6641 	 	 
082037.5	+401643	15.3	 7645	 46	A	0	 0	081712+40270	Z	2700	08172+4027 	 	 
082016.6	+205230	15.5	 5036	  7	-	1	 0	081724+21020	 	2212	08174+2102 	 	 
082023.7	+210753	14.0	 4963	 50	-	0	 0	081730+21170	 	2714	N2562      	 	 
082017.0	+044212	15.2	 4285	 16	E	0	 0	081736+04520	F	    	08176+0452 	 	 
082040.8	+255419	15.0	 5874	 41	B	0	 0	081736+26040	Z	2212	08176+2604 	 	 
082035.7	+210404	13.7	 4642	 39	-	0	 0	081742+21140	 	2714	N2563      	 	 
082042.9	+192626	15.5	12937	 50	A	0	 0	081754+19350	Z	2700	I2307      	 	 
082110.3	+391547	14.8	 8638	 27	A	2	 0	081748+39260	F	    	08178+3926W	 	P
082049.3	+223928	14.9	 4142	  1	-	0	 0	081754+22490	 	0661	08179+2249 	 	 
082033.4	+043418	15.1	 4261	 31	A	0	 0	081748+04440	F	    	08178+0444 	 	 
082046.1	+163845	15.0	13215	 46	A	2	 0	081800+16480	Z	2700	08180+1648 	 	P
082035.1	-012236	15.1	 4444	 74	B	2	 1	081800-01130	F	    	08180-0113 	*	 
083339.2	+855858	15.2	 1872	 88	B	0	 0	081700+86090	F	    	08170+8609 	 	 
082250.3	+665815	15.3	 4303	125	-	0	 0	081812+67060	 	1108	08182+6706 	 	 
082043.1	-012444	15.0	 4328	 87	B	2	 1	081812-01150	F	    	08182-0115 	*	P
082121.1	+205203	15.3	 5093	 39	A	2	 1	081830+21020	Z	2714	N2569      	*	 
082122.6	+205438	15.4	 6566	  4	-	2	 1	081830+21050	 	0661	N2570      	*	 
082152.8	+415144	15.4	11312	 47	E	2	 0	081824+42010	Z	2779	08184+4201S	 	P
082124.7	+190852	14.8	 7943	 57	A	0	 0	081836+19180	Z	0661	N2572      	 	 
082239.9	+561946	14.9	 8555	 36	B	1	 1	081848+56280	F	    	08188+5628N	*	 
082240.2	+561934	14.9	   21	 37	A	0	 1	081848+56280	F	    	08188+5628S	*	 
082434.4	+740044	13.1	 2260	 39	B	0	 0	081854+74100	Z	2700	N2550      	 	 
082128.0	+031010	13.9	 2684	  6	-	0	 0	081848+03200	 	2212	I2327      	 	 
082144.2	+043249	14.9	 9176	 46	A	1	 0	081900+04420	F	    	08190+0442 	 	 
082450.2	+732444	12.7	 2344	 11	-	0	 0	081906+73350	 	2218	N2551      	 	 
082503.3	+742600	14.9	 3529	 10	-	1	 0	081918+74360	 	0810	08193+7436 	 	 
082342.7	+642057	15.4	11286	125	-	0	 0	081912+64300	 	1108	08192+6430 	 	 
082507.9	+742950	14.7	 3558	 22	E	0	 0	081924+74400	F	    	08194+7440 	 	 
082236.0	+370605	15.5	12536	 54	B	0	 0	081924+37160	Z	2700	08194+3716 	 	 
082216.2	+210533	15.5	 6729	 45	A	0	 0	081924+21150	Z	2714	08194+2115 	 	 
082203.6	+084510	15.4	 4195	 45	A	0	 0	081918+08550	Z	2700	I 502      	 	 
082341.9	+621622	15.4	11566	 39	A	0	 0	081924+62260	F	    	08194+6226 	 	 
082224.8	+253032	15.4	 8459	 51	A	0	 0	081924+25390	Z	0661	08194+2539 	 	 
082219.5	+192457	15.0	 2082	  9	-	1	 0	081930+19340	 	2212	I2329      	 	 
082210.7	+031606	14.0	 4131	  9	-	0	 0	081936+03250	 	2212	I 503      	 	 
082223.2	+153110	15.4	13158	 49	A	0	 0	081936+15400	Z	2700	08196+1540 	 	 
082252.2	+382859	15.5	 9143	 55	A	0	 0	081930+38390	Z	2700	08195+3839 	 	 
082224.8	+050008	15.5	 4266	 74	B	0	 0	081942+05100	F	    	08197+0510 	 	 
082245.0	+241749	14.3	 3870	  2	-	1	 0	081948+24270	 	0661	N2575      	 	 
082243.4	+223311	13.8	 2074	 23	-	0	 0	081948+22430	 	3528	N2577      	 	 
082228.6	-010611	15.5	 4552	 28	E	2	 0	081954-00570	F	    	08199-0057 	 	 
082228.7	-010246	14.9	 4504	 10	-	0	 0	081954-00530	 	2218	08199-0053 	 	 
082258.5	+274228	15.5	 5951	 19	E	1	 0	082000+27520	F	    	08200+2752 	 	 
082257.7	+254420	15.4	 8346	  3	-	0	 0	081954+25540	 	0661	N2576      	 	 
082253.1	+210440	15.4	 4467	 48	A	0	 0	082000+21150	Z	2714	08200+2115 	 	 
082241.2	+041544	14.3	 4149	 43	A	0	 0	082000+04250	Z	2700	I 504      	 	 
082241.7	+041941	15.1	 8561	 54	A	0	 0	082000+04290	Z	2700	08200+0429 	 	 
082255.6	+133722	15.2	 8983	 56	B	0	 0	082006+13470	Z	2700	08201+1347 	 	 
082453.5	+665209	15.1	 4217	125	-	1	 0	082012+67000	 	1108	08202+6700 	 	 
082401.1	+532001	15.0	 9444	 50	B	0	 0	082012+53300	F	    	08202+5330 	 	 
082311.4	+223951	14.6	 2061	  4	-	1	 0	082012+22490	 	0661	08202+2249 	 	 
082253.3	+033417	14.7	 3985	  1	-	0	 0	082012+03440	 	0668	08202+0344 	 	 
082255.8	+040719	15.2	 8475	 49	A	0	 0	082018+04170	Z	2779	08203+0417 	 	 
082257.6	+042309	15.2	 8567	 53	A	2	 0	082018+04330	Z	2700	08203+0433 	 	 
082259.4	+041635	14.6	 4335	 46	A	1	 0	082018+04260	Z	2700	08203+0426 	 	 
082256.0	-002212	15.2	 4976	 27	A	0	 0	082024-00120	F	    	08204-0012 	 	 
082329.8	+270812	15.4	 7107	 25	E	1	 0	082030+27180	F	    	08205+2718 	 	 
082444.8	+613236	15.4	 7468	 67	B	0	 0	082030+61420	F	    	08205+6142 	 	 
082332.7	+212016	14.7	 5360	 14	E	2	 1	082042+21300	F	    	08207+2130S	*	P
